Date,Land Class,Land Category,Commodity,Volume
08/01/2024,Native American,Onshore,Oil Prod Vol (bbl),6722191
08/01/2024,Federal,Onshore,Oil Prod Vol (bbl),52895560
08/01/2024,Federal,Onshore,Gas Prod Vol (mcf),355372572
08/01/2024,Federal,Offshore,Gas Prod Vol (mcf),62660067
08/01/2024,Federal,Offshore,Oil Prod Vol (bbl),57375433
08/01/2024,Federal,Onshore,Coal Prod Vol (tons),19817086
08/01/2024,Native American,Onshore,Gas Prod Vol (mcf),29314655
08/01/2024,Native American,Onshore,Coal Prod Vol (tons),471268
09/01/2024,Federal,Offshore,Oil Prod Vol (bbl),48528749
09/01/2024,Federal,Onshore,Coal Prod Vol (tons),19730758
09/01/2024,Federal,Onshore,Oil Prod Vol (bbl),50035845
09/01/2024,Federal,Onshore,Gas Prod Vol (mcf),341235046
09/01/2024,Native American,Onshore,Oil Prod Vol (bbl),6330818
09/01/2024,Native American,Onshore,Gas Prod Vol (mcf),28321650
09/01/2024,Native American,Onshore,Coal Prod Vol (tons),354897
09/01/2024,Federal,Offshore,Gas Prod Vol (mcf),51801383
10/01/2024,Federal,Offshore,Oil Prod Vol (bbl),56480228
10/01/2024,Federal,Onshore,Gas Prod Vol (mcf),346860640
10/01/2024,Federal,Onshore,Oil Prod Vol (bbl),52074273
10/01/2024,Federal,Onshore,Coal Prod Vol (tons),19986614
10/01/2024,Native American,Onshore,Gas Prod Vol (mcf),28253889
10/01/2024,Native American,Onshore,Oil Prod Vol (bbl),6131463
10/01/2024,Native American,Onshore,Coal Prod Vol (tons),406262
10/01/2024,Federal,Offshore,Gas Prod Vol (mcf),62391267
11/01/2024,Federal,Onshore,Gas Prod Vol (mcf),350910051
11/01/2024,Federal,Offshore,Gas Prod Vol (mcf),54521090
11/01/2024,Federal,Offshore,Oil Prod Vol (bbl),50464277
11/01/2024,Federal,Onshore,Oil Prod Vol (bbl),50374347
11/01/2024,Federal,Onshore,Coal Prod Vol (tons),18411198
11/01/2024,Native American,Onshore,Gas Prod Vol (mcf),27486694
11/01/2024,Native American,Onshore,Oil Prod Vol (bbl),6393093
11/01/2024,Native American,Onshore,Coal Prod Vol (tons),422513
12/01/2024,Native American,Onshore,Coal Prod Vol (tons),327261
12/01/2024,Federal,Onshore,Coal Prod Vol (tons),19868829
12/01/2024,Federal,Onshore,Oil Prod Vol (bbl),51118108
12/01/2024,Federal,Onshore,Gas Prod Vol (mcf),365548937
12/01/2024,Native American,Onshore,Gas Prod Vol (mcf),28263204
12/01/2024,Native American,Onshore,Oil Prod Vol (bbl),5983348
12/01/2024,Federal,Offshore,Oil Prod Vol (bbl),58319745
12/01/2024,Federal,Offshore,Gas Prod Vol (mcf),63217121
01/01/2025,Native American,Onshore,Gas Prod Vol (mcf),27569282
01/01/2025,Federal,Onshore,Oil Prod Vol (bbl),48859894
01/01/2025,Federal,Onshore,Coal Prod Vol (tons),18448546
01/01/2025,Federal,Offshore,Oil Prod Vol (bbl),56141997
01/01/2025,Federal,Offshore,Gas Prod Vol (mcf),60704885
01/01/2025,Federal,Onshore,Gas Prod Vol (mcf),352189586
01/01/2025,Native American,Onshore,Coal Prod Vol (tons),360847
01/01/2025,Native American,Onshore,Oil Prod Vol (bbl),6026336
02/01/2025,Federal,Onshore,Oil Prod Vol (bbl),44740754
02/01/2025,Native American,Onshore,Gas Prod Vol (mcf),24822745
02/01/2025,Native American,Onshore,Oil Prod Vol (bbl),5367658
02/01/2025,Native American,Onshore,Coal Prod Vol (tons),92760
02/01/2025,Federal,Onshore,Gas Prod Vol (mcf),322075216
02/01/2025,Federal,Offshore,Gas Prod Vol (mcf),54785051
02/01/2025,Federal,Offshore,Oil Prod Vol (bbl),49795894
02/01/2025,Federal,Onshore,Coal Prod Vol (tons),16065273
03/01/2025,Native American,Onshore,Coal Prod Vol (tons),232276
03/01/2025,Native American,Onshore,Gas Prod Vol (mcf),27601125
03/01/2025,Federal,Onshore,Gas Prod Vol (mcf),366113264
03/01/2025,Federal,Onshore,Oil Prod Vol (bbl),49743309
03/01/2025,Federal,Onshore,Coal Prod Vol (tons),18277895
03/01/2025,Federal,Offshore,Gas Prod Vol (mcf),61683616
03/01/2025,Federal,Offshore,Oil Prod Vol (bbl),55487090
03/01/2025,Native American,Onshore,Oil Prod Vol (bbl),5581586
04/01/2025,Federal,Offshore,Gas Prod Vol (mcf),58021606
04/01/2025,Native American,Onshore,Gas Prod Vol (mcf),26502106
04/01/2025,Federal,Offshore,Oil Prod Vol (bbl),53114338
04/01/2025,Native American,Onshore,Oil Prod Vol (bbl),5009872
04/01/2025,Native American,Onshore,Coal Prod Vol (tons),377875
04/01/2025,Federal,Onshore,Coal Prod Vol (tons),17143212
04/01/2025,Federal,Onshore,Oil Prod Vol (bbl),46664602
04/01/2025,Federal,Onshore,Gas Prod Vol (mcf),342443869
