Date,Land Class,Land Category,Commodity,Volume
08/01/2011,Federal,Offshore,Oil Prod Vol (bbl),41366053
08/01/2011,Federal,Onshore,Coal Prod Vol (tons),37915804
08/01/2011,Federal,Onshore,Oil Prod Vol (bbl),9825421
09/01/2011,Native American,Onshore,Oil Prod Vol (bbl),2076573
09/01/2011,Federal,Onshore,Gas Prod Vol (mcf),314877337
09/01/2011,Federal,Offshore,Gas Prod Vol (mcf),130388401
09/01/2011,Federal,Offshore,Oil Prod Vol (bbl),34587995
09/01/2011,Federal,Onshore,Oil Prod Vol (bbl),9548693
09/01/2011,Federal,Onshore,Coal Prod Vol (tons),37324003
09/01/2011,Native American,Onshore,Coal Prod Vol (tons),1698967
09/01/2011,Native American,Onshore,Gas Prod Vol (mcf),25041004
10/01/2011,Native American,Onshore,Coal Prod Vol (tons),2034208
10/01/2011,Federal,Offshore,Oil Prod Vol (bbl),41943012
10/01/2011,Native American,Onshore,Gas Prod Vol (mcf),26138472
10/01/2011,Native American,Onshore,Oil Prod Vol (bbl),2381101
10/01/2011,Federal,Offshore,Gas Prod Vol (mcf),148438761
10/01/2011,Federal,Onshore,Coal Prod Vol (tons),40660412
10/01/2011,Federal,Onshore,Oil Prod Vol (bbl),10026075
10/01/2011,Federal,Onshore,Gas Prod Vol (mcf),333004952
11/01/2011,Federal,Offshore,Gas Prod Vol (mcf),144154101
11/01/2011,Native American,Onshore,Oil Prod Vol (bbl),2472685
11/01/2011,Native American,Onshore,Gas Prod Vol (mcf),25563894
11/01/2011,Federal,Onshore,Coal Prod Vol (tons),40681394
11/01/2011,Federal,Onshore,Oil Prod Vol (bbl),9923332
11/01/2011,Federal,Onshore,Gas Prod Vol (mcf),323702865
11/01/2011,Native American,Onshore,Coal Prod Vol (tons),1886110
11/01/2011,Federal,Offshore,Oil Prod Vol (bbl),40078413
12/01/2011,Federal,Onshore,Oil Prod Vol (bbl),10166120
12/01/2011,Federal,Offshore,Oil Prod Vol (bbl),40799780
12/01/2011,Federal,Offshore,Gas Prod Vol (mcf),149275236
12/01/2011,Native American,Onshore,Oil Prod Vol (bbl),2531892
12/01/2011,Native American,Onshore,Gas Prod Vol (mcf),26076720
12/01/2011,Federal,Onshore,Coal Prod Vol (tons),41214293
12/01/2011,Native American,Onshore,Coal Prod Vol (tons),1235289
12/01/2011,Federal,Onshore,Gas Prod Vol (mcf),329176549
01/01/2012,Native American,Onshore,Oil Prod Vol (bbl),2670141
01/01/2012,Native American,Onshore,Gas Prod Vol (mcf),26585933
01/01/2012,Federal,Onshore,Gas Prod Vol (mcf),332567550
01/01/2012,Federal,Offshore,Oil Prod Vol (bbl),42371529
01/01/2012,Federal,Offshore,Gas Prod Vol (mcf),146853973
01/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10286949
01/01/2012,Federal,Onshore,Coal Prod Vol (tons),39621589
01/01/2012,Native American,Onshore,Coal Prod Vol (tons),1981835
02/01/2012,Federal,Onshore,Oil Prod Vol (bbl),9752364
02/01/2012,Native American,Onshore,Coal Prod Vol (tons),1848570
02/01/2012,Native American,Onshore,Oil Prod Vol (bbl),2536190
02/01/2012,Native American,Onshore,Gas Prod Vol (mcf),24902733
02/01/2012,Federal,Onshore,Gas Prod Vol (mcf),309071504
02/01/2012,Federal,Offshore,Oil Prod Vol (bbl),40147723
02/01/2012,Federal,Offshore,Gas Prod Vol (mcf),135487179
02/01/2012,Federal,Onshore,Coal Prod Vol (tons),36249605
03/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10544295
03/01/2012,Native American,Onshore,Gas Prod Vol (mcf),26481837
03/01/2012,Native American,Onshore,Oil Prod Vol (bbl),2777846
03/01/2012,Native American,Onshore,Coal Prod Vol (tons),1930970
03/01/2012,Federal,Offshore,Gas Prod Vol (mcf),145920616
03/01/2012,Federal,Offshore,Oil Prod Vol (bbl),43613510
03/01/2012,Federal,Onshore,Coal Prod Vol (tons),32908329
03/01/2012,Federal,Onshore,Gas Prod Vol (mcf),328681470
04/01/2012,Native American,Onshore,Gas Prod Vol (mcf),25586559
04/01/2012,Federal,Offshore,Gas Prod Vol (mcf),137363324
04/01/2012,Federal,Offshore,Oil Prod Vol (bbl),39320671
04/01/2012,Federal,Onshore,Gas Prod Vol (mcf),313873061
04/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10066334
04/01/2012,Federal,Onshore,Coal Prod Vol (tons),29041032
04/01/2012,Native American,Onshore,Coal Prod Vol (tons),1386877
04/01/2012,Native American,Onshore,Oil Prod Vol (bbl),2787069
05/01/2012,Federal,Offshore,Oil Prod Vol (bbl),38822569
05/01/2012,Native American,Onshore,Gas Prod Vol (mcf),26421535
05/01/2012,Federal,Onshore,Gas Prod Vol (mcf),320209296
05/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10446682
05/01/2012,Federal,Onshore,Coal Prod Vol (tons),31329856
05/01/2012,Native American,Onshore,Coal Prod Vol (tons),1625737
05/01/2012,Native American,Onshore,Oil Prod Vol (bbl),2811422
05/01/2012,Federal,Offshore,Gas Prod Vol (mcf),136218453
06/01/2012,Native American,Onshore,Coal Prod Vol (tons),1568194
06/01/2012,Federal,Offshore,Gas Prod Vol (mcf),123805252
06/01/2012,Native American,Onshore,Gas Prod Vol (mcf),25315693
06/01/2012,Federal,Onshore,Coal Prod Vol (tons),32317862
06/01/2012,Federal,Offshore,Oil Prod Vol (bbl),35147767
06/01/2012,Federal,Onshore,Gas Prod Vol (mcf),308106487
06/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10142043
06/01/2012,Native American,Onshore,Oil Prod Vol (bbl),2852986
07/01/2012,Federal,Onshore,Coal Prod Vol (tons),39360710
07/01/2012,Federal,Offshore,Gas Prod Vol (mcf),133565729
07/01/2012,Federal,Offshore,Oil Prod Vol (bbl),40555623
07/01/2012,Native American,Onshore,Coal Prod Vol (tons),1447117
07/01/2012,Native American,Onshore,Oil Prod Vol (bbl),3070518
07/01/2012,Native American,Onshore,Gas Prod Vol (mcf),26153567
07/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10690710
07/01/2012,Federal,Onshore,Gas Prod Vol (mcf),317505829
08/01/2012,Federal,Onshore,Coal Prod Vol (tons),40126533
08/01/2012,Federal,Onshore,Gas Prod Vol (mcf),311499524
08/01/2012,Federal,Offshore,Gas Prod Vol (mcf),114346490
08/01/2012,Federal,Offshore,Oil Prod Vol (bbl),35705140
08/01/2012,Native American,Onshore,Gas Prod Vol (mcf),26327589
08/01/2012,Native American,Onshore,Coal Prod Vol (tons),1468942
08/01/2012,Native American,Onshore,Oil Prod Vol (bbl),3153787
08/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10786970
09/01/2012,Native American,Onshore,Gas Prod Vol (mcf),25715943
09/01/2012,Federal,Onshore,Coal Prod Vol (tons),37476124
09/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10586215
09/01/2012,Federal,Onshore,Gas Prod Vol (mcf),300303737
09/01/2012,Native American,Onshore,Coal Prod Vol (tons),1427953
09/01/2012,Native American,Onshore,Oil Prod Vol (bbl),3267799
09/01/2012,Federal,Offshore,Oil Prod Vol (bbl),37032761
09/01/2012,Federal,Offshore,Gas Prod Vol (mcf),116053260
10/01/2012,Native American,Onshore,Coal Prod Vol (tons),1746130
10/01/2012,Federal,Offshore,Gas Prod Vol (mcf),132738053
10/01/2012,Federal,Offshore,Oil Prod Vol (bbl),42876369
10/01/2012,Native American,Onshore,Gas Prod Vol (mcf),27022735
10/01/2012,Native American,Onshore,Oil Prod Vol (bbl),3737946
10/01/2012,Federal,Onshore,Gas Prod Vol (mcf),311281524
10/01/2012,Federal,Onshore,Oil Prod Vol (bbl),11199844
10/01/2012,Federal,Onshore,Coal Prod Vol (tons),35275148
11/01/2012,Federal,Onshore,Coal Prod Vol (tons),36099698
11/01/2012,Native American,Onshore,Gas Prod Vol (mcf),25910497
11/01/2012,Native American,Onshore,Oil Prod Vol (bbl),3695931
11/01/2012,Native American,Onshore,Coal Prod Vol (tons),1340397
11/01/2012,Federal,Offshore,Oil Prod Vol (bbl),42989847
11/01/2012,Federal,Offshore,Gas Prod Vol (mcf),130674659
11/01/2012,Federal,Onshore,Gas Prod Vol (mcf),301257024
11/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10881904
12/01/2012,Federal,Onshore,Oil Prod Vol (bbl),11228479
12/01/2012,Federal,Onshore,Gas Prod Vol (mcf),305694467
12/01/2012,Native American,Onshore,Gas Prod Vol (mcf),26213088
12/01/2012,Federal,Offshore,Oil Prod Vol (bbl),44284811
12/01/2012,Federal,Onshore,Coal Prod Vol (tons),32703305
12/01/2012,Native American,Onshore,Oil Prod Vol (bbl),3830042
12/01/2012,Native American,Onshore,Coal Prod Vol (tons),1058533
12/01/2012,Federal,Offshore,Gas Prod Vol (mcf),132157417
01/01/2013,Native American,Onshore,Gas Prod Vol (mcf),24737969
01/01/2013,Native American,Onshore,Coal Prod Vol (tons),1414729
01/01/2013,Federal,Onshore,Gas Prod Vol (mcf),297231332
01/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11019335
01/01/2013,Federal,Onshore,Coal Prod Vol (tons),33492410
01/01/2013,Federal,Offshore,Gas Prod Vol (mcf),128828789
01/01/2013,Federal,Offshore,Oil Prod Vol (bbl),43030510
01/01/2013,Native American,Onshore,Oil Prod Vol (bbl),3563370
02/01/2013,Native American,Onshore,Gas Prod Vol (mcf),23505110
02/01/2013,Native American,Onshore,Coal Prod Vol (tons),1722483
02/01/2013,Native American,Onshore,Oil Prod Vol (bbl),3518228
02/01/2013,Federal,Onshore,Coal Prod Vol (tons),30481388
02/01/2013,Federal,Onshore,Oil Prod Vol (bbl),10175177
02/01/2013,Federal,Onshore,Gas Prod Vol (mcf),274049406
02/01/2013,Federal,Offshore,Gas Prod Vol (mcf),113767791
02/01/2013,Federal,Offshore,Oil Prod Vol (bbl),38448062
03/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4201382
03/01/2013,Native American,Onshore,Coal Prod Vol (tons),1601392
03/01/2013,Federal,Offshore,Oil Prod Vol (bbl),40558883
03/01/2013,Federal,Offshore,Gas Prod Vol (mcf),123165425
03/01/2013,Native American,Onshore,Gas Prod Vol (mcf),26517335
03/01/2013,Federal,Onshore,Coal Prod Vol (tons),31554258
03/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11516953
03/01/2013,Federal,Onshore,Gas Prod Vol (mcf),303482891
04/01/2013,Native American,Onshore,Coal Prod Vol (tons),1775937
04/01/2013,Federal,Offshore,Oil Prod Vol (bbl),41775088
04/01/2013,Federal,Offshore,Gas Prod Vol (mcf),120833610
04/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4039343
04/01/2013,Federal,Onshore,Coal Prod Vol (tons),30641951
04/01/2013,Federal,Onshore,Gas Prod Vol (mcf),295206239
04/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11287791
04/01/2013,Native American,Onshore,Gas Prod Vol (mcf),25991370
05/01/2013,Federal,Offshore,Gas Prod Vol (mcf),118972733
05/01/2013,Native American,Onshore,Gas Prod Vol (mcf),26663894
05/01/2013,Federal,Onshore,Coal Prod Vol (tons),32892522
05/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11536953
05/01/2013,Federal,Onshore,Gas Prod Vol (mcf),297805886
05/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4248386
05/01/2013,Federal,Offshore,Oil Prod Vol (bbl),38906651
05/01/2013,Native American,Onshore,Coal Prod Vol (tons),1231695
06/01/2013,Federal,Offshore,Oil Prod Vol (bbl),35322200
06/01/2013,Federal,Onshore,Coal Prod Vol (tons),32945999
06/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11268678
06/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4177827
06/01/2013,Federal,Onshore,Gas Prod Vol (mcf),289859398
06/01/2013,Native American,Onshore,Gas Prod Vol (mcf),26206649
06/01/2013,Native American,Onshore,Coal Prod Vol (tons),1464335
06/01/2013,Federal,Offshore,Gas Prod Vol (mcf),109160091
07/01/2013,Federal,Offshore,Gas Prod Vol (mcf),114719325
07/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11778017
07/01/2013,Federal,Onshore,Coal Prod Vol (tons),35878382
07/01/2013,Federal,Offshore,Oil Prod Vol (bbl),40238209
07/01/2013,Federal,Onshore,Gas Prod Vol (mcf),298384954
07/01/2013,Native American,Onshore,Gas Prod Vol (mcf),27448490
07/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4627897
07/01/2013,Native American,Onshore,Coal Prod Vol (tons),1548969
08/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4914535
08/01/2013,Native American,Onshore,Coal Prod Vol (tons),1719610
08/01/2013,Federal,Onshore,Gas Prod Vol (mcf),298478382
08/01/2013,Federal,Offshore,Oil Prod Vol (bbl),38444750
08/01/2013,Federal,Offshore,Gas Prod Vol (mcf),109136315
08/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11821362
08/01/2013,Federal,Onshore,Coal Prod Vol (tons),36459087
08/01/2013,Native American,Onshore,Gas Prod Vol (mcf),27247930
09/01/2013,Federal,Onshore,Gas Prod Vol (mcf),276763934
09/01/2013,Native American,Onshore,Gas Prod Vol (mcf),26369445
09/01/2013,Federal,Offshore,Oil Prod Vol (bbl),41195387
09/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4747165
09/01/2013,Native American,Onshore,Coal Prod Vol (tons),1632862
09/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11544446
09/01/2013,Federal,Onshore,Coal Prod Vol (tons),35116078
09/01/2013,Federal,Offshore,Gas Prod Vol (mcf),113630915
10/01/2013,Federal,Offshore,Oil Prod Vol (bbl),38063930
10/01/2013,Native American,Onshore,Coal Prod Vol (tons),1750278
10/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4971171
10/01/2013,Native American,Onshore,Gas Prod Vol (mcf),27556082
10/01/2013,Federal,Onshore,Gas Prod Vol (mcf),304187631
10/01/2013,Federal,Onshore,Oil Prod Vol (bbl),12007311
10/01/2013,Federal,Onshore,Coal Prod Vol (tons),32376034
10/01/2013,Federal,Offshore,Gas Prod Vol (mcf),107193917
11/01/2013,Federal,Offshore,Gas Prod Vol (mcf),113186673
11/01/2013,Federal,Offshore,Oil Prod Vol (bbl),40705222
11/01/2013,Native American,Onshore,Coal Prod Vol (tons),1970620
11/01/2013,Federal,Onshore,Gas Prod Vol (mcf),293458038
11/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11559910
11/01/2013,Native American,Onshore,Gas Prod Vol (mcf),26392391
11/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4763390
11/01/2013,Federal,Onshore,Coal Prod Vol (tons),33665424
12/01/2013,Federal,Offshore,Gas Prod Vol (mcf),112085694
12/01/2013,Federal,Onshore,Gas Prod Vol (mcf),293561261
12/01/2013,Federal,Onshore,Coal Prod Vol (tons),32510561
12/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11835110
12/01/2013,Native American,Onshore,Coal Prod Vol (tons),1894694
12/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4695277
12/01/2013,Native American,Onshore,Gas Prod Vol (mcf),26049112
12/01/2013,Federal,Offshore,Oil Prod Vol (bbl),41536399
01/01/2014,Native American,Onshore,Oil Prod Vol (bbl),4696672
01/01/2014,Federal,Offshore,Gas Prod Vol (mcf),107846232
01/01/2014,Federal,Onshore,Coal Prod Vol (tons),34790955
01/01/2014,Federal,Onshore,Oil Prod Vol (bbl),12250401
01/01/2014,Federal,Onshore,Gas Prod Vol (mcf),296477284
01/01/2014,Native American,Onshore,Coal Prod Vol (tons),1757529
01/01/2014,Federal,Offshore,Oil Prod Vol (bbl),42113512
01/01/2014,Native American,Onshore,Gas Prod Vol (mcf),26635987
02/01/2014,Native American,Onshore,Gas Prod Vol (mcf),24641383
02/01/2014,Native American,Onshore,Oil Prod Vol (bbl),4411940
02/01/2014,Native American,Onshore,Coal Prod Vol (tons),1485922
02/01/2014,Federal,Onshore,Gas Prod Vol (mcf),269363836
02/01/2014,Federal,Onshore,Oil Prod Vol (bbl),11340214
02/01/2014,Federal,Onshore,Coal Prod Vol (tons),29682030
02/01/2014,Federal,Offshore,Gas Prod Vol (mcf),100353829
02/01/2014,Federal,Offshore,Oil Prod Vol (bbl),38741358
03/01/2014,Federal,Onshore,Oil Prod Vol (bbl),12938908
03/01/2014,Federal,Onshore,Coal Prod Vol (tons),34623327
03/01/2014,Native American,Onshore,Coal Prod Vol (tons),1998634
03/01/2014,Federal,Onshore,Gas Prod Vol (mcf),300504099
03/01/2014,Federal,Offshore,Gas Prod Vol (mcf),110289136
03/01/2014,Federal,Offshore,Oil Prod Vol (bbl),42350207
03/01/2014,Native American,Onshore,Oil Prod Vol (bbl),4884219
03/01/2014,Native American,Onshore,Gas Prod Vol (mcf),27408976
04/01/2014,Native American,Onshore,Oil Prod Vol (bbl),4970467
04/01/2014,Native American,Onshore,Coal Prod Vol (tons),1820690
04/01/2014,Federal,Onshore,Oil Prod Vol (bbl),12700041
04/01/2014,Federal,Onshore,Gas Prod Vol (mcf),289100212
04/01/2014,Federal,Onshore,Coal Prod Vol (tons),32988348
04/01/2014,Federal,Offshore,Gas Prod Vol (mcf),110515310
04/01/2014,Native American,Onshore,Gas Prod Vol (mcf),27115368
04/01/2014,Federal,Offshore,Oil Prod Vol (bbl),44227740
05/01/2014,Federal,Offshore,Gas Prod Vol (mcf),116214621
05/01/2014,Federal,Offshore,Oil Prod Vol (bbl),45565794
05/01/2014,Native American,Onshore,Gas Prod Vol (mcf),27700684
05/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5246142
05/01/2014,Native American,Onshore,Coal Prod Vol (tons),1935957
05/01/2014,Federal,Onshore,Coal Prod Vol (tons),34429428
05/01/2014,Federal,Onshore,Oil Prod Vol (bbl),13477884
05/01/2014,Federal,Onshore,Gas Prod Vol (mcf),296617500
06/01/2014,Native American,Onshore,Gas Prod Vol (mcf),26799393
06/01/2014,Federal,Offshore,Oil Prod Vol (bbl),44049359
06/01/2014,Federal,Offshore,Gas Prod Vol (mcf),112392061
06/01/2014,Federal,Onshore,Coal Prod Vol (tons),33330150
06/01/2014,Federal,Onshore,Oil Prod Vol (bbl),13234105
06/01/2014,Federal,Onshore,Gas Prod Vol (mcf),287712613
06/01/2014,Native American,Onshore,Coal Prod Vol (tons),1138596
06/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5296628
07/01/2014,Federal,Onshore,Gas Prod Vol (mcf),295050755
07/01/2014,Federal,Offshore,Oil Prod Vol (bbl),45970762
07/01/2014,Federal,Offshore,Gas Prod Vol (mcf),115129019
07/01/2014,Native American,Onshore,Gas Prod Vol (mcf),27697422
07/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5328303
07/01/2014,Native American,Onshore,Coal Prod Vol (tons),1683686
07/01/2014,Federal,Onshore,Coal Prod Vol (tons),35490509
07/01/2014,Federal,Onshore,Oil Prod Vol (bbl),13992007
08/01/2014,Federal,Onshore,Gas Prod Vol (mcf),290282543
08/01/2014,Native American,Onshore,Gas Prod Vol (mcf),28337955
08/01/2014,Federal,Onshore,Coal Prod Vol (tons),36037153
08/01/2014,Federal,Offshore,Gas Prod Vol (mcf),116132898
08/01/2014,Native American,Onshore,Coal Prod Vol (tons),1750222
08/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5591885
08/01/2014,Federal,Offshore,Oil Prod Vol (bbl),46295033
08/01/2014,Federal,Onshore,Oil Prod Vol (bbl),13897943
09/01/2014,Federal,Onshore,Coal Prod Vol (tons),32763629
09/01/2014,Federal,Offshore,Oil Prod Vol (bbl),44314603
09/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5442939
09/01/2014,Native American,Onshore,Coal Prod Vol (tons),1690498
09/01/2014,Federal,Offshore,Gas Prod Vol (mcf),111795848
09/01/2014,Native American,Onshore,Gas Prod Vol (mcf),26989013
09/01/2014,Federal,Onshore,Gas Prod Vol (mcf),285515387
09/01/2014,Federal,Onshore,Oil Prod Vol (bbl),13503258
10/01/2014,Federal,Onshore,Oil Prod Vol (bbl),14736663
10/01/2014,Federal,Onshore,Coal Prod Vol (tons),35706815
10/01/2014,Federal,Offshore,Gas Prod Vol (mcf),116050717
10/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5535587
10/01/2014,Native American,Onshore,Gas Prod Vol (mcf),27232345
10/01/2014,Native American,Onshore,Coal Prod Vol (tons),1618495
10/01/2014,Federal,Onshore,Gas Prod Vol (mcf),294720086
10/01/2014,Federal,Offshore,Oil Prod Vol (bbl),45952636
11/01/2014,Federal,Onshore,Oil Prod Vol (bbl),14355308
11/01/2014,Federal,Onshore,Gas Prod Vol (mcf),287994125
11/01/2014,Federal,Onshore,Coal Prod Vol (tons),34749343
11/01/2014,Federal,Offshore,Gas Prod Vol (mcf),106704659
11/01/2014,Federal,Offshore,Oil Prod Vol (bbl),43283494
11/01/2014,Native American,Onshore,Gas Prod Vol (mcf),26339751
11/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5398635
11/01/2014,Native American,Onshore,Coal Prod Vol (tons),1438145
12/01/2014,Native American,Onshore,Gas Prod Vol (mcf),27077086
12/01/2014,Federal,Offshore,Oil Prod Vol (bbl),46728405
12/01/2014,Federal,Offshore,Gas Prod Vol (mcf),113023911
12/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5448542
12/01/2014,Federal,Onshore,Gas Prod Vol (mcf),295293290
12/01/2014,Federal,Onshore,Oil Prod Vol (bbl),15279688
12/01/2014,Federal,Onshore,Coal Prod Vol (tons),34896430
12/01/2014,Native American,Onshore,Coal Prod Vol (tons),1610645
01/01/2015,Federal,Offshore,Gas Prod Vol (mcf),113368271
01/01/2015,Native American,Onshore,Coal Prod Vol (tons),1534367
01/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5444012
01/01/2015,Native American,Onshore,Gas Prod Vol (mcf),26628203
01/01/2015,Federal,Onshore,Gas Prod Vol (mcf),290639816
01/01/2015,Federal,Onshore,Oil Prod Vol (bbl),15212302
01/01/2015,Federal,Onshore,Coal Prod Vol (tons),35837786
01/01/2015,Federal,Offshore,Oil Prod Vol (bbl),46704429
02/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5086028
02/01/2015,Native American,Onshore,Coal Prod Vol (tons),1558406
02/01/2015,Native American,Onshore,Gas Prod Vol (mcf),23979526
02/01/2015,Federal,Offshore,Oil Prod Vol (bbl),42327937
02/01/2015,Federal,Offshore,Gas Prod Vol (mcf),100576192
02/01/2015,Federal,Onshore,Coal Prod Vol (tons),30718492
02/01/2015,Federal,Onshore,Oil Prod Vol (bbl),14107471
02/01/2015,Federal,Onshore,Gas Prod Vol (mcf),264753525
03/01/2015,Federal,Offshore,Gas Prod Vol (mcf),101933470
03/01/2015,Federal,Onshore,Oil Prod Vol (bbl),16288953
03/01/2015,Native American,Onshore,Gas Prod Vol (mcf),26947794
03/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5631604
03/01/2015,Native American,Onshore,Coal Prod Vol (tons),1441836
03/01/2015,Federal,Onshore,Gas Prod Vol (mcf),296762377
03/01/2015,Federal,Offshore,Oil Prod Vol (bbl),44235910
03/01/2015,Federal,Onshore,Coal Prod Vol (tons),32855558
04/01/2015,Federal,Onshore,Coal Prod Vol (tons),28846112
04/01/2015,Federal,Offshore,Oil Prod Vol (bbl),46465840
04/01/2015,Federal,Onshore,Gas Prod Vol (mcf),289666600
04/01/2015,Native American,Onshore,Gas Prod Vol (mcf),25615022
04/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5064374
04/01/2015,Native American,Onshore,Coal Prod Vol (tons),1541307
04/01/2015,Federal,Offshore,Gas Prod Vol (mcf),113010854
04/01/2015,Federal,Onshore,Oil Prod Vol (bbl),15975070
05/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5116009
05/01/2015,Federal,Offshore,Gas Prod Vol (mcf),117142766
05/01/2015,Federal,Offshore,Oil Prod Vol (bbl),45003548
05/01/2015,Federal,Onshore,Coal Prod Vol (tons),27400394
05/01/2015,Federal,Onshore,Oil Prod Vol (bbl),16178802
05/01/2015,Federal,Onshore,Gas Prod Vol (mcf),294507329
05/01/2015,Native American,Onshore,Gas Prod Vol (mcf),26254757
05/01/2015,Native American,Onshore,Coal Prod Vol (tons),1799151
06/01/2015,Native American,Onshore,Coal Prod Vol (tons),1698264
06/01/2015,Federal,Onshore,Coal Prod Vol (tons),28418282
06/01/2015,Federal,Onshore,Oil Prod Vol (bbl),15586194
06/01/2015,Federal,Offshore,Oil Prod Vol (bbl),43143757
06/01/2015,Federal,Offshore,Gas Prod Vol (mcf),109719979
06/01/2015,Federal,Onshore,Gas Prod Vol (mcf),285192247
06/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5147593
06/01/2015,Native American,Onshore,Gas Prod Vol (mcf),25138200
07/01/2015,Federal,Onshore,Gas Prod Vol (mcf),291477040
07/01/2015,Native American,Onshore,Coal Prod Vol (tons),1528851
07/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5582066
07/01/2015,Native American,Onshore,Gas Prod Vol (mcf),27053231
07/01/2015,Federal,Onshore,Coal Prod Vol (tons),32434763
07/01/2015,Federal,Onshore,Oil Prod Vol (bbl),15594542
07/01/2015,Federal,Offshore,Oil Prod Vol (bbl),49229102
07/01/2015,Federal,Offshore,Gas Prod Vol (mcf),121187670
08/01/2015,Federal,Onshore,Coal Prod Vol (tons),35097309
08/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5548380
08/01/2015,Federal,Onshore,Oil Prod Vol (bbl),15579996
08/01/2015,Native American,Onshore,Gas Prod Vol (mcf),27024052
08/01/2015,Native American,Onshore,Coal Prod Vol (tons),1671527
08/01/2015,Federal,Offshore,Gas Prod Vol (mcf),123314133
08/01/2015,Federal,Offshore,Oil Prod Vol (bbl),51147545
08/01/2015,Federal,Onshore,Gas Prod Vol (mcf),291547484
09/01/2015,Federal,Onshore,Oil Prod Vol (bbl),14921250
09/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5252280
09/01/2015,Native American,Onshore,Coal Prod Vol (tons),1660818
09/01/2015,Native American,Onshore,Gas Prod Vol (mcf),26050657
09/01/2015,Federal,Onshore,Gas Prod Vol (mcf),283501080
09/01/2015,Federal,Onshore,Coal Prod Vol (tons),32645633
09/01/2015,Federal,Offshore,Gas Prod Vol (mcf),120441426
09/01/2015,Federal,Offshore,Oil Prod Vol (bbl),50452460
10/01/2015,Federal,Onshore,Coal Prod Vol (tons),34933375
10/01/2015,Native American,Onshore,Coal Prod Vol (tons),1590550
10/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5434836
10/01/2015,Native American,Onshore,Gas Prod Vol (mcf),27634634
10/01/2015,Federal,Offshore,Oil Prod Vol (bbl),49587310
10/01/2015,Federal,Offshore,Gas Prod Vol (mcf),115302272
10/01/2015,Federal,Onshore,Gas Prod Vol (mcf),291593924
10/01/2015,Federal,Onshore,Oil Prod Vol (bbl),15149536
11/01/2015,Federal,Offshore,Gas Prod Vol (mcf),105588726
11/01/2015,Federal,Onshore,Gas Prod Vol (mcf),283540310
11/01/2015,Federal,Onshore,Oil Prod Vol (bbl),14860534
11/01/2015,Native American,Onshore,Gas Prod Vol (mcf),26993482
11/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5361240
11/01/2015,Native American,Onshore,Coal Prod Vol (tons),1236781
11/01/2015,Federal,Onshore,Coal Prod Vol (tons),31907688
11/01/2015,Federal,Offshore,Oil Prod Vol (bbl),46342274
12/01/2015,Native American,Onshore,Gas Prod Vol (mcf),27481150
12/01/2015,Federal,Onshore,Gas Prod Vol (mcf),285118966
12/01/2015,Federal,Onshore,Oil Prod Vol (bbl),14328690
